Age,Accuracy_Audio,Accuracy_Comprehension,Accuracy_Image,Time_Audio,Time_Comprehension,Time_Image,Learning_Type
15,3,85,100,172,530,319,Visual Learner
14,92,57,67,121,81,77,Auditory Learner
13,0,53,74,37,109,238,Visual Learner
15,93,41,34,281,125,305,Auditory Learner
14,55,14,74,129,189,197,Visual Learner
13,44,82,97,68,361,270,Visual Learner
12,64,61,8,165,386,383,Auditory Learner
12,2,30,30,79,443,322,Social Learner
8,21,60,95,112,597,325,Visual Learner
13,71,25,42,283,108,167,Auditory Learner
12,55,68,98,225,378,246,Visual Learner
16,17,56,74,56,80,297,Visual Learner
13,24,19,16,106,492,303,Auditory Learner
10,47,65,50,284,68,184,Comprehensive Learner
12,83,20,99,50,208,87,Visual Learner
10,30,59,65,247,496,103,Visual Learner
13,29,62,23,74,558,228,Comprehensive Learner
13,79,50,14,211,114,180,Auditory Learner
14,65,99,27,173,356,267,Comprehensive Learner
11,80,91,2,81,577,146,Comprehensive Learner
13,9,83,28,280,288,169,Comprehensive Learner
10,70,100,51,135,306,379,Comprehensive Learner
14,58,38,53,228,341,190,Auditory Learner
14,50,99,57,177,316,252,Comprehensive Learner
13,8,10,44,132,152,262,Visual Learner
13,53,56,76,31,273,55,Visual Learner
13,61,2,49,285,192,180,Auditory Learner
16,80,36,21,89,556,297,Auditory Learner
12,8,83,51,120,145,153,Comprehensive Learner
13,8,95,52,130,455,360,Comprehensive Learner
10,100,24,30,143,308,65,Auditory Learner
11,23,20,70,291,348,325,Visual Learner
13,38,79,47,83,468,77,Comprehensive Learner
15,74,41,89,217,368,64,Visual Learner
12,7,0,30,56,120,91,Visual Learner
12,24,22,3,269,563,378,Auditory Learner
12,65,23,34,109,586,130,Auditory Learner
11,9,46,96,219,370,177,Visual Learner
13,23,88,66,120,259,248,Comprehensive Learner
10,79,6,63,64,412,100,Auditory Learner
15,82,37,82,87,134,150,Social Learner
11,58,46,8,218,330,297,Auditory Learner
14,30,34,45,282,80,376,Visual Learner
10,10,77,82,65,95,174,Visual Learner
14,5,61,55,121,257,99,Comprehensive Learner
14,69,72,55,85,212,228,Comprehensive Learner
13,31,2,82,96,103,375,Visual Learner
11,38,19,25,198,569,152,Auditory Learner
13,47,96,59,160,475,66,Comprehensive Learner
10,12,43,76,195,468,40,Visual Learner
12,58,31,85,81,355,253,Visual Learner
15,66,99,71,181,262,125,Comprehensive Learner
14,55,25,87,134,427,194,Visual Learner
13,40,47,89,121,485,119,Visual Learner
11,55,4,47,230,269,99,Auditory Learner
14,34,58,57,248,519,348,Comprehensive Learner
13,37,60,62,96,421,75,Visual Learner
8,80,48,57,198,535,330,Auditory Learner
14,66,29,2,57,363,328,Auditory Learner
12,33,16,6,61,244,364,Auditory Learner
15,75,69,51,195,324,214,Auditory Learner
10,87,57,61,165,473,393,Auditory Learner
8,69,62,1,97,461,391,Auditory Learner
13,10,60,32,183,232,128,Comprehensive Learner
13,26,62,11,125,142,98,Comprehensive Learner
9,47,14,47,226,381,100,Solitary Learner
11,23,0,75,137,405,281,Visual Learner
18,17,12,52,75,131,322,Visual Learner
12,26,47,73,215,510,264,Visual Learner
14,53,33,40,112,267,261,Auditory Learner
11,54,29,90,167,401,129,Visual Learner
8,20,18,81,266,92,54,Visual Learner
12,58,63,57,174,441,224,Comprehensive Learner
12,33,65,67,129,445,243,Visual Learner
12,96,56,22,43,168,80,Auditory Learner
12,57,43,84,291,221,210,Visual Learner
13,47,11,35,76,75,307,Auditory Learner
12,53,39,93,254,73,235,Visual Learner
10,17,23,84,173,305,289,Visual Learner
13,2,10,86,225,105,234,Visual Learner
9,23,65,20,286,461,269,Comprehensive Learner
8,0,0,71,37,107,135,Visual Learner
14,5,57,54,52,469,257,Comprehensive Learner
14,18,27,55,113,513,43,Visual Learner
12,85,67,12,284,201,44,Auditory Learner
10,42,93,21,53,509,85,Comprehensive Learner
11,7,58,6,67,248,370,Comprehensive Learner
12,68,70,23,250,516,165,Comprehensive Learner
9,51,21,60,243,175,176,Visual Learner
11,72,89,4,114,573,175,Comprehensive Learner
14,46,28,49,33,72,353,Visual Learner
15,84,88,61,224,336,398,Comprehensive Learner
12,27,73,54,143,311,358,Comprehensive Learner
14,45,83,25,244,287,228,Comprehensive Learner
9,3,77,9,170,205,182,Comprehensive Learner
14,87,96,10,196,276,112,Comprehensive Learner
11,7,68,39,34,353,217,Comprehensive Learner
13,60,44,10,156,340,389,Auditory Learner
12,16,69,93,115,225,265,Visual Learner
15,33,85,3,115,202,317,Comprehensive Learner
11,19,16,1,53,557,277,Auditory Learner
14,79,78,76,74,543,133,Auditory Learner
12,73,38,38,140,472,369,Auditory Learner
12,33,39,80,214,156,236,Visual Learner
12,42,27,22,264,347,103,Auditory Learner
11,9,1,44,186,328,189,Visual Learner
12,93,81,73,190,268,180,Auditory Learner
12,29,26,76,229,596,270,Visual Learner
13,24,20,41,151,364,284,Visual Learner
13,56,86,41,253,147,342,Comprehensive Learner
14,62,6,28,52,179,386,Auditory Learner
14,70,60,15,226,284,316,Auditory Learner
10,46,51,66,35,195,70,Visual Learner
14,83,47,99,118,441,77,Visual Learner
10,80,18,59,294,70,78,Auditory Learner
14,2,72,3,144,498,203,Comprehensive Learner
14,45,11,99,153,69,395,Visual Learner
9,35,93,15,289,374,306,Comprehensive Learner
13,25,70,40,198,124,108,Comprehensive Learner
12,9,1,5,65,527,329,Auditory Learner
11,33,16,41,258,254,268,Visual Learner
15,77,74,56,163,473,300,Auditory Learner
11,7,75,27,273,60,59,Comprehensive Learner
11,54,2,99,94,427,102,Visual Learner
13,90,20,22,266,435,340,Auditory Learner
14,9,77,75,32,250,209,Comprehensive Learner
12,56,78,41,66,349,52,Comprehensive Learner
15,78,50,94,138,258,176,Visual Learner
14,100,9,11,279,294,263,Auditory Learner
8,85,54,95,32,289,133,Visual Learner
11,44,35,88,264,285,216,Visual Learner
11,49,50,63,280,489,387,Visual Learner
13,63,73,57,172,255,396,Comprehensive Learner
8,94,16,50,277,526,195,Auditory Learner
18,1,88,28,85,500,160,Comprehensive Learner
14,44,60,18,90,216,210,Comprehensive Learner
13,94,90,85,97,541,237,Auditory Learner
15,61,96,87,108,413,208,Comprehensive Learner
17,13,74,96,225,592,211,Visual Learner
14,73,12,99,224,567,196,Visual Learner
14,93,64,44,52,464,363,Auditory Learner
13,99,94,53,43,348,249,Auditory Learner
12,14,96,79,38,149,320,Comprehensive Learner
12,13,84,65,169,441,235,Comprehensive Learner
11,30,79,71,271,360,309,Comprehensive Learner
11,28,86,12,282,501,226,Comprehensive Learner
10,26,73,93,256,561,101,Visual Learner
12,84,47,64,124,444,184,Auditory Learner
9,8,96,11,208,582,265,Comprehensive Learner
13,19,85,70,32,561,156,Comprehensive Learner
12,98,69,13,213,308,245,Auditory Learner
13,57,46,41,75,150,395,Auditory Learner
11,78,99,98,170,453,105,Comprehensive Learner
18,87,9,91,42,417,340,Visual Learner
15,48,56,75,215,208,366,Visual Learner
10,56,79,47,114,534,67,Comprehensive Learner
13,15,12,23,72,501,354,Visual Learner
11,99,60,64,185,67,303,Auditory Learner
10,74,57,16,213,288,260,Auditory Learner
10,7,83,37,76,129,49,Comprehensive Learner
13,66,67,27,235,99,316,Comprehensive Learner
11,18,83,32,239,88,330,Comprehensive Learner
14,66,85,23,112,580,43,Comprehensive Learner
14,35,28,69,126,336,220,Visual Learner
15,88,15,84,208,347,124,Auditory Learner
11,59,62,3,177,242,64,Comprehensive Learner
13,35,46,32,101,581,59,Comprehensive Learner
14,10,42,9,246,143,238,Comprehensive Learner
12,50,22,35,238,456,238,Auditory Learner
11,79,29,76,153,145,135,Auditory Learner
16,54,56,99,185,356,135,Visual Learner
13,53,29,72,62,346,317,Visual Learner
14,16,66,30,298,168,88,Comprehensive Learner
11,61,55,3,245,72,128,Auditory Learner
10,41,23,83,130,436,45,Visual Learner
11,23,100,7,209,468,185,Comprehensive Learner
12,16,76,26,156,74,51,Comprehensive Learner
10,47,95,35,198,247,67,Comprehensive Learner
12,83,100,8,164,293,314,Comprehensive Learner
9,85,75,42,122,517,82,Auditory Learner
10,69,7,23,250,204,138,Auditory Learner
14,6,87,36,184,576,182,Comprehensive Learner
14,13,43,40,228,200,331,Comprehensive Learner
12,10,79,93,270,592,136,Visual Learner
10,11,95,25,127,174,124,Comprehensive Learner
10,4,33,3,279,103,337,Comprehensive Learner
12,4,34,0,134,263,130,Comprehensive Learner
14,19,95,19,290,532,340,Comprehensive Learner
14,53,49,91,158,368,69,Visual Learner
12,54,16,44,288,381,334,Auditory Learner
10,57,1,87,169,464,213,Visual Learner
13,78,89,91,44,420,225,Visual Learner
11,89,53,91,213,185,69,Visual Learner
11,96,43,68,45,179,290,Auditory Learner
15,29,80,95,250,273,148,Visual Learner
14,23,48,51,92,370,252,Visual Learner
13,86,1,93,270,124,257,Visual Learner
10,72,71,63,286,425,383,Auditory Learner
13,2,69,20,214,264,221,Comprehensive Learner
15,99,8,79,105,246,381,Auditory Learner
12,47,0,71,56,320,76,Visual Learner
15,70,68,75,54,149,385,Visual Learner
15,21,8,95,91,452,189,Visual Learner
16,13,13,24,175,209,136,Visual Learner
13,47,26,66,262,471,63,Visual Learner
14,28,8,25,113,503,364,Auditory Learner
15,49,35,99,204,199,383,Visual Learner
13,79,92,80,199,352,394,Comprehensive Learner
11,97,83,26,33,525,161,Auditory Learner
12,9,78,51,79,306,125,Comprehensive Learner
13,70,99,62,299,157,200,Comprehensive Learner
10,88,2,85,37,229,56,Auditory Learner
12,26,22,44,98,369,283,Visual Learner
15,78,72,57,168,485,307,Auditory Learner
8,95,29,37,277,126,325,Auditory Learner
16,27,18,34,58,115,257,Visual Learner
15,8,66,45,212,576,45,Comprehensive Learner
12,70,49,70,242,210,306,Solitary Learner
14,79,47,2,48,377,274,Auditory Learner
13,25,2,5,255,200,163,Auditory Learner
15,98,97,12,259,374,99,Auditory Learner
14,80,65,45,125,65,49,Auditory Learner
10,86,26,78,144,248,55,Auditory Learner
14,7,86,89,209,376,123,Visual Learner
12,1,95,32,107,583,211,Comprehensive Learner
13,94,98,78,211,222,186,Comprehensive Learner
11,56,39,61,124,427,139,Visual Learner
16,51,17,62,115,576,310,Visual Learner
15,57,26,55,124,125,254,Auditory Learner
11,95,10,38,174,383,124,Auditory Learner
10,92,38,59,277,252,78,Auditory Learner
12,2,18,77,210,424,44,Visual Learner
13,7,88,82,48,429,125,Comprehensive Learner
13,58,6,91,167,395,326,Visual Learner
15,1,94,23,73,192,246,Comprehensive Learner
14,94,56,49,255,200,77,Auditory Learner
14,61,1,32,66,395,295,Auditory Learner
13,48,37,75,249,558,219,Visual Learner
10,100,4,73,157,235,58,Auditory Learner
12,19,77,6,172,95,202,Comprehensive Learner
15,28,81,45,212,202,241,Comprehensive Learner
12,16,35,61,72,587,310,Visual Learner
14,73,67,0,239,563,127,Auditory Learner
12,21,87,78,77,65,214,Comprehensive Learner
10,5,76,64,249,283,282,Comprehensive Learner
12,61,84,44,225,415,187,Comprehensive Learner
13,97,56,83,201,95,304,Auditory Learner
11,30,96,54,266,584,44,Comprehensive Learner
12,61,19,65,204,116,178,Visual Learner
11,11,4,66,61,66,142,Visual Learner
15,11,23,99,253,502,386,Visual Learner
12,62,98,79,83,374,297,Comprehensive Learner
15,15,29,53,215,170,219,Visual Learner
16,24,27,92,263,175,285,Visual Learner
12,21,52,99,260,366,187,Visual Learner
10,90,50,62,139,369,60,Auditory Learner
8,87,6,53,129,153,346,Auditory Learner
10,75,41,51,229,251,197,Auditory Learner
10,17,34,53,240,338,215,Visual Learner
15,44,93,66,250,114,296,Comprehensive Learner
13,79,33,36,179,76,304,Auditory Learner
13,67,72,11,192,394,152,Comprehensive Learner
8,11,75,58,172,121,207,Comprehensive Learner
10,48,53,19,287,386,60,Comprehensive Learner
14,32,28,86,274,187,119,Visual Learner
13,85,9,85,179,559,267,Social Learner
12,62,26,31,141,318,76,Auditory Learner
14,17,82,70,128,469,130,Comprehensive Learner
16,53,12,85,132,202,366,Visual Learner
12,96,41,43,240,456,191,Auditory Learner
13,26,36,65,41,418,217,Visual Learner
13,82,60,77,255,378,221,Auditory Learner
17,77,95,54,177,337,149,Comprehensive Learner
8,24,78,15,208,150,399,Comprehensive Learner
14,33,20,87,36,141,148,Visual Learner
12,87,2,70,181,78,195,Auditory Learner
14,59,7,67,99,438,299,Visual Learner
11,53,69,51,82,428,106,Comprehensive Learner
12,86,92,36,191,517,299,Comprehensive Learner
14,4,82,45,122,78,310,Comprehensive Learner
18,35,16,40,180,312,76,Visual Learner
14,53,9,4,87,423,309,Auditory Learner
11,87,96,65,225,252,162,Comprehensive Learner
12,35,12,4,237,337,263,Auditory Learner
12,68,90,62,91,94,234,Comprehensive Learner
9,38,11,2,224,303,121,Auditory Learner
12,69,65,7,84,132,89,Auditory Learner
14,99,73,25,78,326,117,Auditory Learner
10,3,84,73,135,393,64,Comprehensive Learner
15,73,22,97,107,227,334,Visual Learner
13,64,64,99,86,399,65,Visual Learner
11,84,96,52,198,156,99,Comprehensive Learner
12,39,51,75,236,123,347,Visual Learner
16,36,60,83,289,155,109,Visual Learner
14,66,25,28,192,428,193,Auditory Learner
13,30,14,13,273,404,87,Auditory Learner
12,90,21,4,279,501,93,Auditory Learner
13,80,88,26,68,510,153,Comprehensive Learner
11,86,64,67,150,293,316,Auditory Learner
8,76,25,28,115,216,149,Auditory Learner
17,46,20,2,128,87,111,Auditory Learner
13,26,23,96,275,531,57,Visual Learner
13,50,15,29,237,517,54,Auditory Learner
12,19,31,99,142,397,81,Visual Learner
11,12,15,8,112,481,59,Comprehensive Learner
12,62,76,0,94,434,55,Comprehensive Learner
9,43,41,22,30,358,174,Auditory Learner
17,23,31,66,203,84,260,Visual Learner
10,2,49,31,279,125,134,Comprehensive Learner
10,9,40,87,255,588,132,Visual Learner
12,64,23,5,113,450,120,Auditory Learner
15,48,12,76,268,337,117,Visual Learner
13,57,74,48,57,69,390,Comprehensive Learner
10,76,78,14,212,405,185,Comprehensive Learner
15,77,9,57,164,200,359,Auditory Learner
14,96,41,52,86,87,65,Auditory Learner
14,1,40,29,144,159,236,Comprehensive Learner
14,65,2,75,215,246,183,Visual Learner
17,30,54,39,30,452,116,Comprehensive Learner
17,67,15,58,58,370,353,Auditory Learner
11,97,43,62,261,320,391,Auditory Learner
16,82,80,47,179,128,240,Auditory Learner
13,36,88,98,219,97,342,Visual Learner
13,72,29,91,299,125,366,Visual Learner
9,23,98,67,277,534,162,Comprehensive Learner
12,76,36,6,224,553,217,Auditory Learner
11,43,59,46,284,526,341,Comprehensive Learner
14,93,76,42,108,123,47,Auditory Learner
15,82,23,15,127,239,41,Auditory Learner
8,40,25,21,179,158,185,Auditory Learner
12,73,57,62,152,596,75,Auditory Learner
15,50,8,45,127,363,127,Auditory Learner
12,41,60,44,193,132,158,Comprehensive Learner
14,77,18,40,75,202,81,Auditory Learner
13,39,27,24,268,273,397,Auditory Learner
13,47,6,49,259,364,178,Visual Learner
12,83,44,66,273,473,98,Auditory Learner
10,3,85,51,47,404,219,Comprehensive Learner
10,59,93,85,200,553,241,Comprehensive Learner
14,38,62,30,186,184,260,Comprehensive Learner
13,4,36,36,233,467,88,Solitary Learner
12,95,15,21,175,295,399,Auditory Learner
12,5,99,26,172,403,279,Comprehensive Learner
12,13,4,1,216,580,167,Auditory Learner
15,69,28,21,151,586,369,Auditory Learner
12,77,51,52,129,123,325,Auditory Learner
10,11,22,16,44,561,67,Comprehensive Learner
14,61,5,55,72,70,132,Auditory Learner
12,26,35,83,216,489,218,Visual Learner
13,53,56,87,37,360,256,Visual Learner
16,89,32,30,141,305,66,Auditory Learner
12,11,48,42,62,153,166,Comprehensive Learner
13,7,40,71,119,374,137,Visual Learner
10,73,79,52,178,212,347,Comprehensive Learner
12,15,54,4,241,299,339,Comprehensive Learner
14,51,97,1,145,199,87,Comprehensive Learner
9,25,25,58,202,275,393,Visual Learner
13,7,36,3,49,429,311,Comprehensive Learner
13,44,76,98,161,352,227,Visual Learner
13,92,16,33,266,300,342,Auditory Learner
15,83,95,66,106,594,149,Comprehensive Learner
13,80,31,83,252,380,370,Visual Learner
15,18,27,72,155,104,54,Visual Learner
11,16,92,5,68,343,141,Comprehensive Learner
13,64,24,57,238,271,133,Auditory Learner
13,28,46,46,135,146,223,Social Learner
10,13,21,4,169,66,258,Comprehensive Learner
14,16,90,60,278,518,168,Comprehensive Learner
17,12,60,55,84,242,192,Comprehensive Learner
12,92,43,34,147,387,359,Auditory Learner
14,97,19,94,205,358,131,Auditory Learner
13,90,49,12,242,457,82,Auditory Learner
11,62,87,25,294,73,309,Comprehensive Learner
9,32,46,85,169,159,287,Visual Learner
11,28,46,95,51,228,107,Visual Learner
10,36,71,63,216,291,309,Comprehensive Learner
16,82,50,78,236,170,247,Auditory Learner
12,45,54,10,176,406,265,Comprehensive Learner
12,23,77,61,183,399,244,Comprehensive Learner
14,13,38,79,137,299,184,Visual Learner
10,100,13,46,180,299,131,Auditory Learner
11,4,68,69,204,329,177,Visual Learner
13,52,46,74,84,599,56,Visual Learner
15,87,20,57,296,345,41,Auditory Learner
14,97,14,9,183,394,289,Auditory Learner
13,94,99,15,219,502,360,Comprehensive Learner
13,29,96,11,178,562,158,Comprehensive Learner
13,59,80,70,37,429,236,Comprehensive Learner
13,72,83,90,177,179,394,Visual Learner
10,90,0,87,202,134,253,Auditory Learner
13,27,79,49,110,482,146,Comprehensive Learner
10,25,81,14,108,129,247,Comprehensive Learner
13,17,9,58,89,330,156,Visual Learner
12,35,22,69,124,191,48,Visual Learner
18,7,17,61,157,157,181,Visual Learner
12,17,57,82,151,161,369,Visual Learner
10,83,72,71,116,487,61,Auditory Learner
12,57,93,61,110,226,311,Comprehensive Learner
14,31,76,99,51,164,208,Visual Learner
16,92,51,49,281,501,234,Auditory Learner
11,48,94,76,219,325,133,Comprehensive Learner
9,47,45,53,115,479,232,Visual Learner
14,81,12,53,37,320,381,Auditory Learner
10,70,95,96,259,493,327,Visual Learner
12,64,16,95,181,475,219,Visual Learner
12,91,66,27,44,414,306,Auditory Learner
12,32,60,50,277,520,59,Comprehensive Learner
14,49,64,73,284,444,379,Visual Learner
11,3,52,32,196,334,264,Comprehensive Learner
12,83,4,0,110,369,208,Auditory Learner
12,35,31,84,98,191,362,Visual Learner
13,94,88,68,212,108,83,Auditory Learner
13,27,44,0,93,503,227,Comprehensive Learner
13,2,55,54,293,231,134,Comprehensive Learner
14,5,4,84,115,389,174,Visual Learner
13,44,100,88,73,65,133,Comprehensive Learner
13,22,86,83,178,263,93,Comprehensive Learner
9,6,75,44,289,428,121,Comprehensive Learner
13,60,33,72,88,340,308,Visual Learner
13,99,60,79,123,114,328,Auditory Learner
14,64,86,91,34,228,174,Visual Learner
11,5,79,39,112,372,197,Comprehensive Learner
11,23,61,60,66,537,306,Comprehensive Learner
11,36,68,35,56,487,365,Comprehensive Learner
14,44,62,23,42,571,316,Comprehensive Learner
15,50,43,79,94,472,327,Visual Learner
12,99,27,13,232,107,172,Auditory Learner
14,87,69,97,209,62,388,Visual Learner
13,44,12,87,300,388,74,Visual Learner
12,62,42,74,44,292,290,Visual Learner
12,28,29,99,30,119,86,Visual Learner
14,100,25,0,300,589,307,Auditory Learner
13,95,80,46,77,156,332,Auditory Learner
17,24,62,75,211,125,83,Visual Learner
11,9,72,20,212,90,317,Comprehensive Learner
14,34,56,72,243,207,178,Visual Learner
11,54,63,38,56,106,382,Comprehensive Learner
11,24,79,2,255,303,350,Comprehensive Learner
12,90,48,15,187,316,276,Auditory Learner
13,44,51,67,89,537,305,Visual Learner
18,95,62,25,95,415,209,Auditory Learner
12,11,81,53,203,512,255,Comprehensive Learner
10,3,12,12,81,581,156,Social Learner
13,89,92,60,272,236,277,Comprehensive Learner
8,66,87,19,273,269,295,Comprehensive Learner
12,16,44,82,150,101,283,Visual Learner
13,72,45,26,71,183,375,Auditory Learner
14,92,76,1,213,246,371,Auditory Learner
14,64,88,9,74,84,127,Comprehensive Learner
11,81,40,59,81,223,273,Auditory Learner
12,52,45,88,180,94,136,Visual Learner
11,83,0,18,58,312,57,Auditory Learner
10,56,72,14,86,534,150,Comprehensive Learner
13,97,67,46,238,529,248,Auditory Learner
10,27,91,23,37,581,380,Comprehensive Learner
12,98,11,15,276,323,104,Auditory Learner
11,15,87,80,224,164,162,Comprehensive Learner
14,20,72,59,57,279,277,Comprehensive Learner
16,76,34,79,264,466,162,Visual Learner
10,98,98,81,159,265,326,Comprehensive Learner
9,41,32,48,105,275,257,Visual Learner
12,53,57,3,262,123,261,Comprehensive Learner
13,31,34,65,259,97,384,Visual Learner
13,37,45,48,218,281,152,Visual Learner
12,69,83,30,31,401,57,Comprehensive Learner
12,37,65,65,94,532,258,Social Learner
13,53,43,53,81,595,200,Social Learner
15,59,25,1,63,416,109,Auditory Learner
9,76,41,60,269,565,46,Auditory Learner
12,76,76,14,158,294,40,Logical Learner
13,46,29,59,272,153,397,Visual Learner
